timestamp,Hsig_real,Hsig_observado_pelo_sensor,Hsig_previsto,p_good,p_suspect,p_bad,rotulo_verdadeiro,rotulo_previsto,familia_anomalia
2024-08-21 03:00:00+00:00,0.38,0.38000000000000006,0.48864064,0.12941897,0.04631912,0.8242619,GOOD,BAD,
2024-08-21 04:00:00+00:00,0.38,0.38000000000000006,0.43209606,0.5384681,0.028031493,0.4335004,GOOD,GOOD,
2024-08-21 05:00:00+00:00,0.43,0.43000000000000005,0.40851772,0.76484686,0.06872971,0.16642344,GOOD,GOOD,
2024-08-21 06:00:00+00:00,0.425,0.4250000000000001,0.43687505,0.53856075,0.25566903,0.20577021,GOOD,GOOD,
2024-08-21 07:00:00+00:00,0.515,0.515,0.45395163,0.8633413,0.08740394,0.04925479,GOOD,GOOD,
2024-08-21 08:00:00+00:00,0.535,0.535,0.5133627,0.7778936,0.0757586,0.14634778,GOOD,GOOD,
2024-08-21 09:00:00+00:00,0.44999999999999996,0.45000000000000007,0.55632854,0.9489767,0.0331024,0.017920928,GOOD,GOOD,
2024-08-21 10:00:00+00:00,0.45499999999999996,0.455,0.5135566,0.58623874,0.034873307,0.37888792,GOOD,GOOD,
2024-08-21 11:00:00+00:00,0.495,0.4950000000000001,0.48640704,0.94498426,0.03127666,0.023739077,GOOD,GOOD,
2024-08-21 12:00:00+00:00,0.5,0.5000000000000001,0.5064098,0.74645007,0.039892137,0.2136578,GOOD,GOOD,
2024-08-21 13:00:00+00:00,0.415,0.4150000000000001,0.52535033,0.91052353,0.062928565,0.026547933,GOOD,GOOD,
2024-08-21 14:00:00+00:00,0.37,0.37000000000000005,0.477383,0.8588345,0.091418885,0.049746636,GOOD,GOOD,
2024-08-21 15:00:00+00:00,0.365,0.3650000000000001,0.41991708,0.64786667,0.04691161,0.30522174,GOOD,GOOD,
2024-08-21 16:00:00+00:00,0.335,0.3350000000000001,0.39458954,0.923678,0.03983856,0.036483455,GOOD,GOOD,
2024-08-21 17:00:00+00:00,0.35,0.35000000000000003,0.37309507,0.87497944,0.034570336,0.09045023,GOOD,GOOD,
2024-08-21 18:00:00+00:00,0.36,0.36000000000000004,0.3736211,0.8417237,0.03241691,0.12585938,GOOD,GOOD,
2024-08-21 19:00:00+00:00,0.44,0.4400000000000001,0.38421366,0.90075004,0.07584785,0.023402115,GOOD,GOOD,
2024-08-21 20:00:00+00:00,0.45,0.4500000000000001,0.4389483,0.6952352,0.05780564,0.24695916,GOOD,GOOD,
2024-08-21 21:00:00+00:00,0.495,0.4950000000000001,0.47471583,0.9415881,0.038180128,0.020231757,GOOD,GOOD,
2024-08-21 22:00:00+00:00,0.37,0.37000000000000005,0.5115132,0.8421111,0.11114208,0.046746783,GOOD,GOOD,
2024-08-21 23:00:00+00:00,0.41500000000000004,0.41500000000000015,0.44770956,0.9739998,0.013970184,0.012030035,GOOD,GOOD,
2024-08-22 00:00:00+00:00,0.45,0.4500000000000001,0.43298697,0.9230267,0.0433778,0.033595487,GOOD,GOOD,
2024-08-22 01:00:00+00:00,0.435,0.4350000000000001,0.46096945,0.8862413,0.022191724,0.091566965,GOOD,GOOD,
2024-08-22 02:00:00+00:00,0.41000000000000003,0.4100000000000001,0.4690857,0.90761375,0.025758777,0.0666275,GOOD,GOOD,
2024-08-22 03:00:00+00:00,0.4,0.40000000000000013,0.45161054,0.7863948,0.028177751,0.18542746,GOOD,GOOD,
2024-08-22 04:00:00+00:00,0.295,0.29500000000000004,0.4344431,0.7399112,0.19359408,0.06649474,GOOD,GOOD,
2024-08-22 05:00:00+00:00,0.345,0.34500000000000003,0.36498323,0.9332931,0.041340947,0.025365947,GOOD,GOOD,
2024-08-22 06:00:00+00:00,0.37,0.37000000000000005,0.35756797,0.9508926,0.030701214,0.018406171,GOOD,GOOD,
